time,2022-11-08 Beg13_MBS_TGr.D,2022-11-08 Beg14_MBS_TGr_4.3.D,2022-11-08 Beg25_SBF_TGr.D,2022-11-08 Beg26_SBF_TGr.D,2022-11-08 Beg27_SBF_TGr_4.3.D,2022-11-08 Beg37_SB_TGr.D,2022-11-08 Beg38_SB_TGr.D,2022-11-08 Beg39_SB_TGr_4.3.D,2022-11-08 Beg61_BfrM_TGr.D,2022-11-11 Beg43_BS_TGr_4.5.D,2022-11-11 Beg44_BS_TGr_4.3.D,2022-11-11 Beg66_BfrM_TGr_4.5.D,2022-11-16 Beg34_SBF_TGr_4.4.D,2022-11-30 Beg36_BfrM_Tgr_5.D,2022-11-30 Beg43_SB_TGr_5.D,2022-12-13 Beg62_BfrM_TGr_4.5.D,2022-12-13 Beg63_BfrM_TGr_4.5.D,2022-12-14 Beg15_MBS_TGr_4.5.D,2022-12-14 Beg16_MBS_TGr_4.5.D,2022-12-14 Beg27_SBF_TGr_4.5.D,2022-12-14 Beg28_SBF_TGr_4.5.D,2022-12-14 Beg39_SB_TGr_4.5.D,2022-12-14 Beg40_SB_TGr_4.5.D,2022-12-14 Beg54_S_TGr_4.5.D,2022-12-14 Beg64_BfrM_TGr_4.5.D,2022-12-14 Beg65_BfrM_TGr_4.5.D,2022-12-15 Beg17_MBS_TGr_4.5.D,2022-12-15 Beg29_SBF_TGr_4.5.D,2022-12-15 Beg41_SB_TGr_4.5.D,2022-12-15 Beg4_SM_TGr_9.D,2022-12-15 Beg55_S_TGr_9.D,2022-12-15 Beg5_SM_TGr_9.D,2022-12-15 Beg66_BfrM_TGr_4.5.D
3.46,376505.875,215455.375,123996.5,205358.875,451938.375,515075.5,464759.75,644424.5,883687.125,261582.0,398228.28571428574,364474.0,524655.1428571428,154128.14285714287,96614.57142857143,77585.0,103144.0,95433.85714285714,90702.0,102930.71428571429,95698.71428571429,126300.57142857143,111256.28571428571,41595.25,54176.857142857145,77582.28571428571,127154.42857142857,123208.42857142857,83486.0,42661.0,43137.71428571428,54198.42857142857,55834.142857142855
3.47,315683.75,193642.0,118216.125,193121.875,327541.375,416851.5714285714,367655.125,456476.28571428574,700213.625,231594.375,335946.0,308614.25,359231.375,132787.625,81621.0,67821.0,92664.375,79624.0,76969.5,85936.0,82287.375,102723.875,91300.125,42669.142857142855,47689.25,71012.25,103998.75,105556.125,76583.25,42126.142857142855,41187.125,51995.125,52079.375
3.48,265714.71428571426,182077.0,116394.28571428571,178555.57142857142,254352.14285714287,340257.375,308081.85714285716,357068.625,575512.4285714285,201781.0,289475.875,266104.4285714286,275093.375,109810.28571428571,70240.75,61310.25,79537.14285714286,64080.0,66763.375,74383.625,68321.875,86232.28571428571,80127.5,40971.125,42444.125,63941.625,82973.25,90439.42857142857,67140.5,38621.5,38053.142857142855,44635.25,47858.0
3.49,231905.5,177397.5,111001.0,159514.125,235930.5,292884.125,258197.0,286421.25,480709.0,184544.85714285713,259184.14285714287,231822.875,242634.7142857143,98756.125,65741.0,52524.0,67567.125,54652.857142857145,59383.28571428572,65958.0,60407.42857142857,75911.875,67107.28571428571,43706.57142857143,39263.0,60344.42857142857,69351.71428571429,78198.375,60837.28571428572,36500.42857142857,39668.5,41638.0,46445.857142857145
3.5,203539.7142857143,173388.42857142858,107990.71428571429,145498.14285714287,218434.14285714287,249035.85714285713,235635.14285714287,250370.57142857142,421851.5714285714,169250.625,238352.75,207585.25,224618.75,89892.125,60238.25,50256.375,60392.875,49939.625,54821.5,95239.5,57361.625,66876.375,59280.75,40421.375,36708.5,52656.875,60681.25,67901.375,54857.0,36006.0,41621.625,38749.25,43531.5
3.51,183278.25,161968.0,104758.5,136213.125,197146.25,228195.5,222590.5,225226.5,397681.875,156389.14285714287,225698.2857142857,199058.14285714287,201540.85714285713,105523.57142857143,57095.142857142855,46704.857142857145,55751.857142857145,49494.0,57347.28571428572,220922.42857142858,88576.57142857143,65126.42857142857,55220.0,39154.142857142855,37143.0,50209.57142857143,55112.42857142857,65904.0,54113.28571428572,35568.42857142857,38782.57142857143,39949.28571428572,42588.28571428572
3.52,171648.85714285713,153583.7142857143,99643.85714285714,127265.57142857143,182528.7142857143,215888.85714285713,209371.85714285713,211688.14285714287,374186.14285714284,146716.5,206407.125,195422.125,183904.75,243802.625,55651.25,44473.375,51936.25,71962.875,67607.25,191961.25,118266.125,76102.0,56516.0,36581.75,34163.625,48300.0,52057.0,60692.25,51605.75,35527.875,38924.625,37800.5,40210.75
3.53,161420.25,147411.625,94526.25,124143.25,164284.5,205473.75,195164.0,200268.375,597692.5,143248.57142857142,201924.2857142857,215934.2857142857,169918.0,237102.85714285713,55518.42857142857,44547.857142857145,50860.142857142855,98574.71428571429,74533.57142857143,141701.85714285713,96585.85714285714,92072.42857142857,68976.71428571429,34689.125,31899.85714285714,50786.71428571428,64675.0,80359.57142857143,58408.57142857143,32914.71428571428,37810.28571428572,37938.57142857143,40004.42857142857
3.54,157366.375,147080.25,94906.375,121057.875,154622.25,192931.2857142857,188428.0,189732.42857142858,975510.75,136841.375,199897.875,374362.125,163522.0,179241.875,72832.75,49602.125,54827.125,89979.875,64770.0,105610.875,74968.0,84605.75,70073.875,32998.42857142857,32475.875,54350.875,105118.5,89603.25,63695.5,30459.375,33349.25,34777.625,37585.625
3.55,150296.14285714287,143834.7142857143,90375.85714285714,117928.28571428571,172419.2857142857,205610.5,195446.0,179336.625,802505.5714285715,133003.2857142857,222748.625,374909.85714285716,295207.0,131979.0,71683.75,50064.0,55388.71428571428,79291.25,54952.625,77652.875,60357.125,68816.71428571429,62385.28571428572,32700.625,34107.625,51719.5,99050.875,76991.14285714286,60211.28571428572,27438.125,31145.285714285714,31106.125,40344.5
3.56,144162.375,134939.125,91729.125,117354.25,230925.25,288770.75,234893.375,175463.0,590110.0,132869.625,210016.14285714287,299480.25,361474.4285714286,100617.0,63005.857142857145,43151.142857142855,53937.5,69634.42857142857,53832.28571428572,65453.57142857143,51915.42857142857,60711.625,52793.75,29642.14285714286,32710.0,46020.71428571428,84517.71428571429,63170.0,48751.25,27239.85714285714,29444.25,29128.714285714286,38713.71428571428
3.57,153156.2857142857,131074.0,87792.85714285714,113664.14285714286,212444.7142857143,276954.4285714286,225616.0,219017.85714285713,437468.14285714284,140564.5,191111.375,236121.0,290374.25,80344.5,53341.75,37094.5,57219.25,59924.5,52276.375,60313.75,50208.5,57907.125,43270.625,30517.625,31227.75,40568.375,73263.375,58619.625,41243.25,25922.125,29085.0,28296.625,35974.625
3.58,171196.875,124447.75,87081.625,108336.625,179172.5,235596.75,196148.75,231165.75,347145.625,135688.7142857143,175207.42857142858,198734.14285714287,213762.85714285713,74289.57142857143,47415.857142857145,32922.57142857143,52661.0,56009.857142857145,48763.71428571428,56792.0,47550.42857142857,55926.142857142855,41855.28571428572,28025.571428571428,28972.0,37113.142857142855,62533.857142857145,57790.0,39907.42857142857,24616.285714285714,27387.571428571428,27227.571428571428,34395.0
3.59,158980.0,124035.42857142857,85691.28571428571,108885.57142857143,147320.7142857143,197829.2857142857,176335.57142857142,206662.57142857142,303369.4285714286,127770.125,160103.0,177669.625,170311.0,70240.125,44542.375,32269.5,49033.875,48942.5,44543.375,53303.125,46697.375,53045.25,42841.0,27620.75,27620.625,37831.0,53949.0,53107.0,39739.375,25190.75,26720.625,26517.125,36307.125
3.6,147748.75,123569.75,83019.625,101659.375,145035.75,170877.875,160465.625,174047.25,293900.375,118743.57142857143,158374.0,162392.0,146383.42857142858,68900.71428571429,46110.28571428572,32110.714285714286,44889.28571428572,46596.57142857143,44281.42857142857,48236.142857142855,44053.42857142857,53844.142857142855,41450.28571428572,26886.625,27222.285714285714,38142.142857142855,49689.71428571428,50614.71428571428,39850.42857142857,24677.571428571428,26101.285714285714,26911.714285714286,35948.857142857145
3.61,132399.25,116854.375,79276.57142857143,100129.0,141143.5,154807.2857142857,149386.0,159058.0,279272.14285714284,114405.75,156657.25,153073.125,136025.875,62783.125,47618.625,30057.125,42757.5,42472.5,40571.625,47891.0,39920.5,52833.625,39726.875,28742.0,26770.625,36151.375,44688.375,49927.5,37100.875,24369.625,26268.5,27439.75,34703.625
3.62,126583.42857142857,118600.85714285714,81352.375,96884.125,143427.0,144749.75,140498.42857142858,146197.375,264148.625,111731.28571428571,153669.0,148704.2857142857,134813.0,58496.0,47030.875,30120.75,41571.42857142857,39323.0,37036.625,45463.5,39379.75,52403.57142857143,39767.42857142857,28326.875,27196.75,35640.375,42369.75,46903.42857142857,37433.42857142857,25452.0,25766.428571428572,24864.0,33068.25
3.63,122117.375,118781.25,82947.625,93408.125,139151.25,141726.125,142785.25,140674.0,254994.375,106378.0,149729.85714285713,149725.125,128461.42857142857,59813.375,43000.142857142855,28357.571428571428,39451.0,36077.71428571428,36566.57142857143,44271.0,37151.142857142855,50153.125,38380.25,28335.14285714286,26047.285714285714,33207.28571428572,43193.28571428572,43768.875,34858.25,26102.0,25638.5,23803.285714285714,30729.85714285714
3.64,118623.85714285714,119573.57142857143,81709.42857142857,93901.14285714286,132718.14285714287,136189.42857142858,139862.42857142858,139438.7142857143,251367.42857142858,107477.625,150418.625,146561.375,121224.125,56697.25,42487.125,26922.625,38903.0,36206.625,38489.875,44182.25,39343.75,47069.25,36929.625,28245.625,27293.125,33591.0,39724.625,42291.375,33607.875,25903.375,26133.75,24810.75,30815.75
3.65,116752.0,121177.125,80556.5,92545.5,123601.25,133450.25,136063.0,138095.125,238066.0,105159.42857142857,149454.85714285713,141471.0,119043.28571428571,61663.857142857145,41138.71428571428,27982.428571428572,37381.0,39602.857142857145,36757.28571428572,44693.857142857145,40797.42857142857,46197.0,35171.28571428572,27577.714285714286,29373.428571428572,35804.42857142857,38708.0,40241.857142857145,34678.28571428572,25920.0,27927.571428571428,24190.428571428572,31271.571428571428
3.66,116974.0,126368.28571428571,88628.14285714286,93315.71428571429,123347.28571428571,132691.2857142857,135573.85714285713,133006.0,237736.85714285713,107564.0,149150.5,143452.5,110630.375,76625.5,42357.125,27716.875,36852.125,37347.25,37599.25,44497.875,51767.375,44536.375,34752.625,28325.875,27980.0,34636.375,38660.0,42915.625,34574.25,25438.625,28838.625,26997.125,30821.125
3.67,115337.25,139188.75,111549.125,92535.25,128813.625,130969.0,140124.125,132187.5,252015.625,107195.0,150352.0,139217.7142857143,111452.14285714286,136996.0,42218.857142857145,29241.428571428572,37938.57142857143,37874.0,55323.857142857145,62775.71428571428,83038.28571428571,47681.28571428572,35688.142857142855,27317.571428571428,26937.571428571428,32799.142857142855,38264.857142857145,41420.0,36991.0,26793.85714285714,27618.285714285714,25517.571428571428,31155.714285714286
3.68,116902.375,136449.25,134222.14285714287,94139.14285714286,122852.75,131860.0,134531.125,133480.0,293445.4285714286,109015.75,151237.75,134524.875,121135.0,133473.625,49186.0,40163.75,49391.75,47802.75,71372.25,79197.75,90043.375,57412.875,46403.5,35827.25,31851.375,38889.125,43500.625,47178.125,50233.875,39106.25,33016.625,30189.625,48747.75
3.69,115890.57142857143,122668.14285714286,122834.625,99109.75,113431.0,132441.375,136161.42857142858,133946.875,516991.875,116369.71428571429,167914.2857142857,139590.57142857142,117533.5,129394.28571428571,64676.28571428572,75117.75,75057.57142857143,65574.28571428571,70934.125,78805.75,85106.0,69972.42857142857,74005.71428571429,49350.25,42134.25,52004.28571428572,70262.5,77260.42857142857,85583.14285714286,72635.75,56050.28571428572,54131.625,72374.875
3.7,119309.625,110377.875,99453.875,111214.625,117774.75,148867.625,144561.375,130185.28571428571,491029.75,124474.375,179910.25,151013.625,115218.14285714286,120996.125,64417.625,82870.71428571429,79870.25,64139.25,52389.42857142857,62880.57142857143,60367.28571428572,67247.875,74669.25,46448.42857142857,37465.0,54795.125,90685.0,96955.875,92838.5,74597.14285714286,76436.125,81401.42857142857,63951.0
3.71,130404.0,110025.42857142857,84955.28571428571,122111.71428571429,146871.42857142858,180184.42857142858,158996.7142857143,135832.25,429814.14285714284,119164.375,186613.125,173025.625,190255.75,91716.0,53662.25,55401.875,51171.0,47692.25,39306.125,48751.75,44914.625,51709.25,51326.375,35283.125,29154.25,42817.875,101642.75,79494.5,60341.625,46575.375,62908.75,64741.25,41182.5
3.72,142601.0,107239.125,83753.0,111037.125,182092.0,169495.5,153665.25,149664.625,354148.0,105242.28571428571,173041.57142857142,179591.57142857142,223135.0,69809.28571428571,46078.142857142855,33333.42857142857,38204.142857142855,36833.857142857145,34884.57142857143,41889.142857142855,38946.857142857145,44334.57142857143,38391.42857142857,26071.714285714286,25116.0,32309.85714285714,78803.71428571429,53682.42857142857,39617.71428571428,27470.14285714286,35735.57142857143,34265.71428571428,28774.285714285714
3.73,131187.7142857143,107620.0,82388.85714285714,97101.57142857143,159585.2857142857,155522.85714285713,160727.42857142858,149138.14285714287,293655.71428571426,99437.875,163306.125,164054.0,190646.75,59858.625,40095.25,27344.875,34203.5,31708.5,31016.75,38768.0,34660.125,38389.375,33816.375,24289.375,23432.375,30399.5,46259.75,42020.0,33399.125,20747.75,26433.25,26084.0,28363.25
3.74,114613.75,105723.75,82127.75,91806.875,133934.5,146055.5,150228.25,134355.875,261508.625,97814.14285714286,151568.57142857142,150054.57142857142,151374.42857142858,53519.57142857143,37288.57142857143,25737.714285714286,30880.714285714286,30020.428571428572,29081.0,36853.0,32494.571428571428,37617.142857142855,31278.85714285714,22581.285714285714,22768.571428571428,28050.714285714286,35610.28571428572,37924.857142857145,29755.285714285714,21590.428571428572,24854.571428571428,22503.0,25759.571428571428
3.75,108102.75,104456.71428571429,82076.57142857143,88903.85714285714,118162.875,139561.0,142899.14285714287,145377.14285714287,236814.42857142858,95470.0,142400.875,142964.75,123072.875,49781.5,35457.0,22622.625,28147.75,30364.625,28187.875,34907.625,31495.625,37222.75,30508.625,21215.5,22363.125,27243.75,32763.75,34240.375,28541.125,20190.125,21992.875,21021.75,25771.25
3.76,105693.57142857143,98714.625,80661.875,86581.375,114540.85714285714,131289.0,135350.125,136183.875,220085.625,97180.85714285714,135095.7142857143,135349.42857142858,108888.875,49769.0,33470.142857142855,23673.75,28511.571428571428,35290.71428571428,27272.5,34198.25,29787.5,33575.57142857143,28312.714285714286,22471.625,20823.875,26354.285714285714,29047.75,32973.57142857143,28357.0,19355.875,21379.14285714286,20904.625,23225.125
3.77,106112.75,100859.375,77731.375,89074.25,106552.125,124914.875,124397.875,131568.0,202680.25,97196.375,130750.125,123963.375,105131.57142857143,46846.75,32135.25,22782.714285714286,27973.875,34727.5,28137.14285714286,33946.42857142857,28526.285714285714,35080.0,28075.625,26909.571428571428,21694.85714285714,25207.625,28905.428571428572,33077.0,28115.0,19900.571428571428,21136.25,19172.571428571428,21461.14285714286
3.78,104685.42857142857,101098.42857142857,80184.85714285714,87376.71428571429,99316.85714285714,117311.71428571429,117286.28571428571,123788.25,197492.85714285713,93059.875,128599.25,121348.0,97596.875,46414.875,32271.875,23066.5,29200.0,33294.5,27623.25,33036.5,29729.5,35444.5,29277.75,28217.875,23117.0,25265.75,28099.625,33347.5,26139.0,18576.125,23358.875,20395.625,22562.125
3.79,98905.375,101665.125,76030.5,82910.375,99366.5,111106.5,116593.25,118214.625,186619.25,93444.57142857143,129247.57142857143,119155.57142857143,91556.85714285714,44259.57142857143,33873.28571428572,21836.0,33406.71428571428,29608.85714285714,27172.714285714286,35289.857142857145,30785.285714285714,34952.28571428572,30018.714285714286,25173.285714285714,27699.14285714286,27774.0,29488.14285714286,32955.42857142857,27153.14285714286,18459.714285714286,22341.14285714286,22188.571428571428,25350.285714285714
3.8,98017.85714285714,101743.14285714286,79869.57142857143,84402.57142857143,104557.0,110603.14285714286,110689.71428571429,115421.85714285714,187972.42857142858,94593.0,126788.25,116739.125,87669.0,44880.875,32842.625,24403.875,36102.875,28644.25,27724.375,33359.875,29829.125,34978.375,30420.75,25841.0,30653.75,27843.625,28340.875,33368.125,27498.0,21272.25,24451.5,22960.125,26364.5
3.81,96459.875,102155.625,81169.75,84939.625,109438.0,108340.875,113099.5,113235.25,185422.875,93311.14285714286,126732.0,114778.71428571429,91223.28571428571,45111.42857142857,34452.28571428572,25499.714285714286,34684.0,28289.571428571428,28501.14285714286,32441.85714285714,31706.85714285714,35802.57142857143,29455.428571428572,26092.85714285714,27179.14285714286,29076.714285714286,29572.714285714286,32288.0,29996.714285714286,23298.571428571428,25181.714285714286,24084.714285714286,28823.14285714286
3.82,95817.625,105806.57142857143,81320.85714285714,84433.42857142857,99942.375,110432.14285714286,112896.0,115218.71428571429,179541.57142857142,93522.875,125082.25,117883.0,93487.875,45615.875,34858.125,24711.625,32332.875,31812.125,29867.75,33126.0,31443.25,36554.625,31783.125,25986.375,26434.125,26994.75,30147.25,33886.5,30125.875,27689.375,28931.375,28019.875,28634.875
3.83,97272.28571428571,107605.125,81755.5,86889.625,96508.42857142857,108850.75,112977.125,114797.5,177945.375,94704.14285714286,129113.42857142857,116448.42857142857,90501.25,44749.71428571428,36206.142857142855,24158.875,33011.71428571428,36393.857142857145,32703.85714285714,36185.625,31933.375,37152.0,31348.571428571428,24500.625,23231.375,25874.285714285714,33689.71428571428,36234.0,30149.85714285714,24669.125,30308.0,27474.125,27680.428571428572
3.84,99167.5,102949.0,84689.625,84591.75,95913.875,109463.5,109693.625,117502.42857142857,175856.0,96794.75,136971.5,121086.375,92684.42857142857,44212.875,39019.0,26955.14285714286,32764.25,36406.875,32998.25,35141.28571428572,33748.57142857143,36927.5,30058.625,24065.428571428572,23688.14285714286,28373.875,37209.375,37712.75,30074.125,22993.14285714286,26047.625,23967.571428571428,27101.5
3.85,98014.0,96661.14285714286,82865.14285714286,87257.85714285714,99945.0,106829.85714285714,112549.14285714286,113151.625,179392.57142857142,98224.125,135815.0,121111.5,90420.625,46774.625,38121.375,26321.25,32295.375,34801.125,29194.5,33546.375,30458.625,37666.875,29874.125,25503.625,25786.0,28803.625,39441.0,39588.875,34588.875,28564.25,26404.5,28059.625,29660.5
3.86,102698.125,95966.375,83869.0,88897.375,105216.125,107640.125,118745.875,115214.5,177662.75,98984.85714285714,124724.42857142857,118552.42857142857,91935.42857142857,43682.0,36014.71428571428,24831.0,26329.14285714286,31396.85714285714,25798.714285714286,33052.57142857143,27842.714285714286,34654.142857142855,29183.85714285714,23983.714285714286,22185.428571428572,28685.0,37728.142857142855,38869.71428571428,32524.714285714286,28126.714285714286,29865.571428571428,29825.85714285714,28471.571428571428
3.87,101389.85714285714,92589.28571428571,82201.42857142857,89374.57142857143,99273.14285714286,110709.85714285714,114117.28571428571,121491.71428571429,169563.85714285713,92189.625,118843.0,112639.0,96985.875,40077.625,33197.125,23285.875,26571.375,28667.5,26975.875,32093.75,27080.0,32609.375,26696.75,21609.0,19481.125,26882.375,35468.0,34610.375,30522.25,24072.25,26852.0,24947.375,26373.375
3.88,102978.25,90791.25,76584.5,85520.125,93321.0,104525.875,105982.375,118436.625,156954.75,86946.71428571429,116746.57142857143,104535.71428571429,95232.42857142857,40728.42857142857,33168.857142857145,26657.428571428572,30880.714285714286,30288.14285714286,26891.571428571428,31944.571428571428,27753.85714285714,32348.14285714286,25695.428571428572,23373.0,20826.0,25902.571428571428,32676.428571428572,34314.142857142855,31439.0,26620.285714285714,25713.14285714286,23961.85714285714,29809.14285714286
3.89,95659.125,91292.57142857143,73568.71428571429,83909.14285714286,88379.85714285714,97618.42857142857,103266.42857142857,108125.14285714286,155872.2857142857,87303.25,112692.375,106113.75,85158.875,42565.0,30362.25,25720.5,28334.625,29987.0,25625.5,31228.25,23255.875,30124.625,26624.25,22565.875,20292.375,26171.25,32805.125,34146.5,31826.875,27602.375,27237.125,28952.375,25866.875
3.9,91759.85714285714,89947.625,73058.625,81273.875,91611.875,98862.625,99631.75,105307.0,186017.5,88521.85714285714,109584.71428571429,106308.28571428571,77677.5,39747.28571428572,28889.714285714286,22744.0,24724.285714285714,24947.714285714286,25469.285714285714,29365.285714285714,21949.375,30593.428571428572,23272.428571428572,19212.625,20681.875,26168.14285714286,34028.42857142857,33238.142857142855,28717.428571428572,22139.25,24866.571428571428,24692.125,23587.14285714286
3.91,89546.125,86189.875,71376.375,81960.125,88337.75,98634.375,99483.75,102317.85714285714,183843.375,87544.875,112198.375,104543.875,78073.0,36425.875,27833.0,20285.428571428572,25693.5,25611.0,23746.625,26844.5,20748.14285714286,26954.625,21719.875,19149.571428571428,19102.428571428572,22553.25,28887.25,29153.75,24665.25,18645.0,19672.625,20486.571428571428,23147.875
3.92,87607.42857142857,89471.0,70274.0,78069.0,90133.85714285714,95782.42857142857,97962.28571428571,102417.25,173251.7142857143,84091.25,110398.5,104761.375,79427.125,35836.875,26506.625,19055.125,21966.14285714286,24816.0,21361.125,26134.0,20266.625,25981.375,21840.875,17400.0,19580.0,21987.25,25292.75,26631.5,22809.0,16718.125,19114.25,16671.375,21889.375
3.93,87176.5,85984.5,70442.75,76258.625,88776.375,95962.75,95400.75,100232.25,165532.5,83673.0,107605.71428571429,105581.57142857143,76407.85714285714,33921.142857142855,27039.428571428572,19636.428571428572,21258.625,25225.14285714286,21772.14285714286,25530.428571428572,19585.428571428572,26420.571428571428,22101.85714285714,17203.285714285714,19541.0,21301.85714285714,24228.85714285714,26390.85714285714,21889.85714285714,17461.0,17352.85714285714,17878.0,22579.0
3.94,86832.85714285714,85668.42857142857,72400.71428571429,76426.57142857143,89300.71428571429,92720.71428571429,95447.85714285714,98147.14285714286,161276.14285714287,84306.75,106947.75,104777.25,72197.25,35409.125,26250.75,18947.125,21535.5,26004.0,21152.375,25205.125,21618.5,25420.625,22457.375,17518.375,18233.0,21393.875,24356.875,26048.875,21070.75,17480.0,16340.75,17824.0,20120.875
3.95,87904.375,86238.75,72330.75,77270.5,85809.5,91126.625,96710.375,95350.875,158061.25,78621.42857142857,109399.57142857143,101820.57142857143,68288.28571428571,34289.857142857145,27857.85714285714,18769.0,21649.14285714286,24911.85714285714,21488.85714285714,26273.14285714286,20596.428571428572,25970.714285714286,22611.0,18253.85714285714,17918.571428571428,20601.14285714286,24999.85714285714,24266.14285714286,20512.0,17502.571428571428,16607.285714285714,16971.285714285714,20420.285714285714
3.96,85553.42857142857,86351.28571428571,75135.14285714286,75898.71428571429,87161.85714285714,91585.42857142857,94428.28571428571,97207.85714285714,153738.57142857142,78325.875,113604.625,100857.625,69783.5,35576.0,26487.375,19043.875,21465.75,25734.375,21643.625,29248.5,22246.75,26673.75,22199.5,17412.75,18468.375,22535.5,25091.25,27115.875,21371.75,17220.0,16502.375,15884.5,20776.5
3.97,85438.75,88591.375,77123.75,74752.0,83957.625,87615.625,94842.5,98170.875,150193.75,80928.14285714286,111451.0,101679.85714285714,64193.42857142857,35869.0,27575.14285714286,19166.625,21747.85714285714,27200.428571428572,21817.571428571428,32141.85714285714,22348.428571428572,29903.428571428572,22443.714285714286,17372.625,19326.428571428572,22662.428571428572,24799.571428571428,27573.14285714286,22606.714285714286,19796.5,17161.714285714286,17641.0,22378.428571428572
3.98,87417.5,88281.125,74402.375,77093.875,87312.25,90010.25,93042.875,98361.71428571429,153464.125,81499.5,113038.375,101271.75,67356.125,39770.5,30013.875,20768.285714285714,21640.375,25602.875,23616.625,33515.25,24190.75,33233.625,23956.0,18355.571428571428,21216.25,24178.375,26226.125,30052.875,23387.5,21339.85714285714,19389.625,19607.85714285714,23816.625
3.99,92374.57142857143,90185.71428571429,73960.0,77095.57142857143,89975.14285714286,88795.0,93464.42857142857,97534.125,168000.7142857143,84118.375,112654.875,100587.28571428571,67038.5,42212.625,27959.375,22308.25,23613.85714285714,24386.875,22328.375,31092.375,22832.625,32011.571428571428,23962.875,18702.875,21005.75,22807.375,28453.375,30973.25,25649.125,19843.625,20475.0,19582.125,23333.25
4.0,89904.875,90127.75,73005.75,77020.625,90341.625,89767.375,94084.625,100427.25,172618.5,82989.85714285714,109476.0,102267.75,67256.57142857143,40987.71428571428,29575.285714285714,22278.571428571428,22589.25,22731.285714285714,24105.714285714286,28818.14285714286,20516.571428571428,29430.125,22936.14285714286,17363.14285714286,17413.428571428572,21625.0,26398.714285714286,30358.0,23093.571428571428,16697.0,17630.625,17419.571428571428,21285.0
4.01,86450.14285714286,88014.85714285714,72278.28571428571,77058.14285714286,86362.14285714286,87787.28571428571,90384.57142857143,96644.85714285714,175329.2857142857,83963.0,113538.5,103344.875,72165.5,37657.375,27914.75,20472.375,21137.375,21611.625,22356.125,28294.5,21133.125,29798.0,20720.25,17359.0,18974.625,22133.125,25902.0,26556.625,22658.0,16737.25,17011.5,17392.375,20128.0
4.02,84923.75,86960.375,71926.5,74732.875,80876.125,92843.75,94701.625,97751.625,167267.5,80316.14285714286,109673.14285714286,100254.42857142857,71063.42857142857,37956.42857142857,28806.14285714286,19247.14285714286,20399.85714285714,21834.571428571428,19917.285714285714,26462.428571428572,19353.571428571428,26560.285714285714,22716.14285714286,16358.142857142857,18844.285714285714,20956.285714285714,22421.0,25976.0,20864.285714285714,16182.42857142857,16987.14285714286,15027.142857142857,20855.285714285714
4.03,85450.85714285714,85859.71428571429,70467.28571428571,76649.42857142857,84786.14285714286,91700.14285714286,90725.42857142857,97306.57142857143,156503.2857142857,81946.75,106925.0,97924.25,71959.5,34671.0,25749.75,18303.625,20879.625,19983.625,18834.375,26406.0,19965.25,24811.125,22023.125,16226.25,17964.875,20515.125,22770.5,25639.0,21382.625,15911.125,16058.75,14657.125,19295.375
4.04,84662.5,85015.875,69773.625,75954.0,78183.75,90089.75,89712.375,94668.375,152697.625,84487.71428571429,103454.85714285714,97450.42857142857,69088.42857142857,34335.142857142855,24501.714285714286,18400.5,21442.0,20924.571428571428,20529.714285714286,24040.714285714286,18768.285714285714,24198.571428571428,21228.714285714286,16255.625,18387.571428571428,20373.428571428572,21026.0,25214.285714285714,21189.285714285714,14854.125,15902.0,15062.75,19719.85714285714
4.05,82199.125,83436.625,70689.375,74098.25,77081.75,88251.42857142857,87864.625,92777.42857142857,144956.5,81446.375,106318.125,96657.625,67236.0,35566.0,26488.0,18567.571428571428,20864.25,21664.25,21669.875,25636.75,20811.625,23675.5,19698.75,15189.57142857143,18507.0,21013.125,20149.125,24733.5,20905.625,14865.0,15371.875,15725.142857142857,20307.5
4.06,81821.57142857143,83596.28571428571,72719.71428571429,73735.71428571429,79096.71428571429,88699.25,87985.71428571429,89957.0,144673.0,80766.625,104676.125,95191.28571428571,66143.25,34223.142857142855,25995.5,18628.125,21577.285714285714,19471.625,21064.875,24722.875,18439.0,23150.85714285714,18782.25,15547.5,17932.125,20431.0,20682.875,24378.14285714286,20737.5,15784.375,15530.285714285714,14382.125,19190.75
4.07,80115.625,82110.125,69051.5,75650.5,78404.0,87050.625,86650.5,90939.0,141528.875,81199.71428571429,102757.57142857143,95590.875,67451.14285714286,37054.5,24193.14285714286,16934.428571428572,20576.375,20642.14285714286,19468.714285714286,24792.14285714286,19784.571428571428,24352.875,20301.85714285714,16378.714285714286,17319.14285714286,19511.0,20987.571428571428,23401.25,19524.85714285714,14260.57142857143,14661.25,14565.42857142857,18816.85714285714
4.08,81149.85714285714,84369.85714285714,69576.42857142857,75963.85714285714,75551.28571428571,82060.14285714286,87303.0,91356.85714285714,147329.0,79384.125,98300.75,94201.0,66248.875,43200.125,25295.25,18668.5,19596.0,21150.75,19187.375,28548.875,19472.75,24780.75,19886.125,14866.375,18608.125,19075.5,20391.75,22786.0,19899.125,15422.625,14974.375,14424.125,20160.0
